PC1,PC2
4.115528909418576,3.047215809537596
1.127773191266394,-0.17066442943591228
0.9507094447778496,-1.0937997046918488
0.6671092154832893,1.0122143697145694
2.8020080635091595,2.8865431692829846
2.2363288103908885,-0.14653141988481874
0.15984843365906265,-0.9297389273857392
0.7118911245826852,-0.8751583579030021
1.3065143615704569,-1.199150641255181
1.8215747932918804,-0.8828457086192452
3.3456208685383086,3.7811796861599025
0.13228504581828443,2.5627908179295593
2.7831750720696884,0.8087277390352624
1.5595093345451012,1.4071996001821307
2.387275117656892,2.186571565482469
1.8944152240542151,1.1707640216666886
2.2045998714934654,0.35948926977354845
0.9013352718666795,0.20316342130350368
0.9604764318911609,-0.40324218866246087
1.1234809838789481,1.3731469715662414
6.111859941465391,6.162732367570209
3.110891206843011,2.6543156742075693
1.5550595046857723,1.092882735017014
3.0336361677088894,1.1606372710146688
2.289372652181383,0.7288028981125906
1.2134772540973442,-0.8860980467096506
2.1802130651303098,1.0415808290374218
1.2566438738667194,-1.4152848355818084
1.3342044645866522,-1.1650733981659054
0.4611328971291902,-0.8467996811500748
1.3972372445754164,-0.5667021888052921
0.5842610805610406,-0.7913193406820143
0.3900710563702372,-0.9016913122809671
2.9712804372282746,4.451908727325068
2.7456526334731572,4.467598674056008
-2.174191116439119,2.1092512526704557
6.1838002369245135,9.176505851323194
2.0536699417927946,6.023590714744994
2.2366605851731762,3.4770444500295747
3.779954481062668,6.762844711727585
5.161164615115714,8.439623643127844
3.1872670771761387,4.0822195804228345
0.5073019426645757,4.021755954523817
1.8452104323701373,0.33585254215932603
1.5423165299413246,1.4708401833961284
0.6259631831973279,2.590324606274996
1.3472542608885607,-0.3004068491807471
0.4978395270367099,-0.2594581161337197
1.37600833484985,-0.17061039792045665
-1.7630878218494825,1.2174006208248496
1.1131387886432635,0.11505672828837538
-2.921725104096449,1.3243716840776587
-1.147552311858942,0.19202467358601402
5.445674238019358,7.179050063939362
6.223699559088919,8.214176425224096
2.404069306535588,1.9957618937519057
1.9261727041017906,-0.27008615520774504
1.47177761280415,0.1047260712178476
2.144892539432518,0.5145009588994529
1.6062092588592858,-0.4909907640523866
2.0725117348690687,-0.37663797381803366
1.2475117695311586,1.135113375276616
2.1633227152076064,0.690894820446836
1.5554028701610085,4.634687681837169
-1.2006634974763843,1.8074067732144368
-0.6587266753884303,0.9507057983981481
-1.338455367721413,0.7208069047261488
-2.2040222915064325,0.9901489963854243
-2.467343022449776,1.0403072946576846
0.6989185220622517,-1.0199586291481924
-2.044868888172237,1.3595053998175737
-0.12121514530583381,-0.49175540689430025
-3.137599091710162,1.4309959553186908
2.4059311345138275,1.6700403257380123
3.7679933887449826,4.644691134189508
3.4434890826192515,4.051051057065865
1.9951075160290945,0.7761765819621556
1.6173540817324707,0.26995725017964367
0.804426210773309,0.3702053808004129
1.0177129462972483,-0.8839324370618483
0.96608255015512,-0.21680898380024244
0.5037814428713258,-0.7087004778896749
1.2680267044916582,-1.2610848430712962
3.0470276457677743,2.5410173709424155
1.4210347902878555,-0.3517144345577811
3.784348685232678,2.798623186544801
0.41915080068635974,1.1507579640330117
2.3247895779133074,2.961207946250294
3.8086552995685476,1.4639868684491957
1.5028943322035073,-1.8882277890988546
1.6478353052665184,0.9786233030365207
3.839691865086343,3.591686145440357
