Acousticness,Comments,Danceability,Duration_ms,Energy,Instrumentalness,Key,Likes,Liveness,Loudness,Speechiness,Stream,Tempo,Valence,Views
0.0203,4439.0,0.505,237467.0,0.631,2.21e-05,9.0,205847.0,0.141,-10.433,0.038,,118.178,0.835,20342346.0
0.134,10227.0,0.273,387000.0,0.39,0.00174,8.0,423418.0,0.183,-12.384,0.0317,,103.955,0.0851,60836076.0
0.014,4439.0,0.601,246533.0,0.928,0.000113,7.0,205847.0,0.151,-4.38,0.0481,52484760.0,115.999,0.625,20342346.0
0.00511,134940.0,0.491,308867.0,0.613,0.0,0.0,4661357.0,0.107,-5.567,0.0266,27772337.0,75.907,0.175,999439403.0
0.0783,86.0,0.511,297733.0,0.371,0.000864,0.0,2443.0,0.112,-12.074,0.0298,,113.998,0.185,200040.0
0.00152,1654.0,0.532,249307.0,0.723,0.00425,9.0,62512.0,0.078,-11.779,0.0333,,137.662,0.866,10956905.0
0.851,12192.0,0.745,186251.0,0.219,1.8e-05,5.0,474373.0,0.0678,-11.216,0.0276,382561950.0,88.609,0.635,75371196.0
0.902,6837.0,0.436,198227.0,0.141,2.81e-06,0.0,288883.0,0.126,-13.271,0.0308,317362484.0,76.64,0.146,44930759.0
0.941,4538.0,0.526,200627.0,0.299,0.097,8.0,231365.0,0.106,-13.797,0.031,243456781.0,156.848,0.679,53810988.0
0.864,2.0,0.429,154800.0,0.18,4.4e-06,10.0,,0.104,-10.694,0.0551,165656395.0,170.645,0.485,60080.0
0.0713,1658.0,0.427,134267.0,0.813,0.109,0.0,58293.0,0.873,-9.02,0.0737,9999321.0,106.859,0.344,8726119.0
0.924,1691.0,0.547,168107.0,0.216,0.214,10.0,70032.0,0.109,-14.908,0.0343,86812330.0,79.941,0.358,11840113.0
0.694,1573.0,0.651,210000.0,0.347,0.0249,0.0,76664.0,0.11,-9.175,0.0341,64505834.0,75.978,0.533,18693100.0
0.875,580.0,0.798,202640.0,0.234,0.000626,2.0,22217.0,0.134,-10.699,0.0317,53795105.0,103.152,0.403,8711465.0
0.893,1.0,0.475,192421.0,0.068,0.00216,0.0,101.0,0.105,-20.032,0.0319,51351532.0,95.165,0.266,17430.0
0.978,34.0,0.379,187769.0,0.0462,0.000931,0.0,15370.0,0.0912,-14.719,0.0445,41713959.0,80.641,0.147,1861370.0
0.0163,42613.0,0.767,266200.0,0.787,0.583,3.0,979500.0,0.0513,-9.897,0.0331,442492780.0,126.879,0.964,193978585.0
5.59e-05,23783.0,0.404,258467.0,0.72,0.836,10.0,489600.0,0.0466,-9.18,0.0623,278615322.0,121.864,0.475,72480710.0
3.49e-05,3679.0,0.438,160173.0,0.728,0.57,8.0,101248.0,0.0509,-7.105,0.0458,96905261.0,128.04,0.701,8745403.0
6.28e-05,18398.0,0.277,254627.0,0.67,0.751,6.0,402711.0,0.237,-9.381,0.0376,166994881.0,148.342,0.217,79260633.0
3.35e-05,12667.0,0.456,201173.0,0.826,0.57,8.0,338770.0,0.0548,-7.611,0.0268,124161806.0,82.539,0.415,51992138.0
0.142,7914.0,0.527,196905.0,0.418,0.775,4.0,216291.0,0.139,-10.205,0.0277,164782870.0,129.516,0.218,33832601.0
2.53e-05,12667.0,0.476,202133.0,0.855,0.69,8.0,338770.0,0.049,-6.046,0.0265,52239920.0,82.955,0.408,51992138.0
5.91e-06,9498.0,0.382,298253.0,0.867,0.581,9.0,163597.0,0.196,-7.426,0.0399,144689885.0,87.309,0.453,28422153.0
7.73e-05,3881.0,0.698,238143.0,0.611,0.295,2.0,35090.0,0.0937,-6.542,0.0281,5179514.0,116.997,0.449,1535549.0
0.896,18.0,0.422,190587.0,0.208,0.0265,10.0,5294.0,0.192,-15.886,0.0318,50020524.0,111.549,0.354,187712.0
0.0431,153167.0,0.64,178013.0,0.957,0.0,8.0,3279006.0,0.0789,-2.336,0.0741,499536385.0,134.992,0.692,401002898.0
0.00045,74501.0,0.603,229933.0,0.886,0.0,5.0,2306487.0,0.26,-3.777,0.0837,278167302.0,126.025,0.395,278022552.0
0.00791,109722.0,0.533,186813.0,0.967,0.0,1.0,2409306.0,0.336,-2.543,0.0995,340979240.0,142.018,0.782,305044659.0
0.0425,42823.0,0.434,209493.0,0.939,0.0,4.0,977214.0,0.491,-2.983,0.0593,202412328.0,159.932,0.569,145609051.0
0.000526,21668.0,0.483,232067.0,0.941,3.5e-06,2.0,881519.0,0.31,-3.598,0.0575,144886273.0,156.033,0.503,88125160.0
0.00116,864.0,0.359,230427.0,0.955,0.0,4.0,16228.0,0.349,-2.323,0.12,139082820.0,170.033,0.446,1221660.0
0.000644,10145.0,0.509,204347.0,0.938,0.00246,11.0,291278.0,0.14,-3.883,0.0715,104101818.0,94.019,0.335,36011690.0
0.0106,22474.0,0.445,225280.0,0.953,0.0,5.0,835175.0,0.281,-2.463,0.0704,128667584.0,172.063,0.475,93593689.0
0.000926,746.0,0.563,197480.0,0.924,0.0,0.0,21674.0,0.341,-4.004,0.048,3529082.0,133.997,0.734,597493.0
0.0545,3620.0,0.53,206060.0,0.803,0.0,5.0,179178.0,0.316,-5.031,0.0386,43731841.0,80.992,0.565,17889209.0
0.168,305112.0,0.697,215093.0,0.832,0.00131,9.0,4804872.0,0.269,-7.264,0.0298,1197921844.0,125.926,0.979,641407658.0
0.121,305112.0,0.869,339320.0,0.648,2.17e-05,11.0,4804872.0,0.126,-8.698,0.0633,430077729.0,125.035,0.9,641407658.0
0.0843,305112.0,0.802,288293.0,0.756,0.00765,2.0,4804872.0,0.0521,-10.791,0.0349,343817778.0,131.715,0.963,641407658.0
0.532,305112.0,0.424,278040.0,0.443,0.000389,6.0,4804872.0,0.673,-13.45,0.0382,112553060.0,131.675,0.391,641407658.0
0.291,305112.0,0.666,226213.0,0.714,0.0212,4.0,4804872.0,0.128,-9.448,0.0617,110570404.0,89.018,0.69,641407658.0
0.668,305112.0,0.676,170160.0,0.692,0.00915,9.0,4804872.0,0.13,-13.093,0.052,82024994.0,102.516,0.799,641407658.0
0.016,305112.0,0.774,235000.0,0.849,0.000199,9.0,4804872.0,0.0348,-2.986,0.0301,73117976.0,126.996,0.962,641407658.0
0.248,305112.0,0.841,80147.0,0.752,0.0068,11.0,4804872.0,0.105,-11.165,0.0898,8234500.0,112.362,0.549,641407658.0
0.323,305112.0,0.608,277413.0,0.745,0.00428,4.0,4804872.0,0.135,-8.772,0.0857,23604673.0,88.941,0.614,641407658.0
0.0964,305112.0,0.656,288480.0,0.662,0.000612,4.0,4804872.0,0.0853,-10.346,0.0493,25001079.0,114.612,0.717,641407658.0
0.00719,13726.0,0.654,200307.0,0.81,0.00251,4.0,644335.0,0.165,-6.26,0.0288,553664035.0,114.623,0.661,54551544.0
0.00737,32308.0,0.634,258827.0,0.551,1.82e-05,3.0,841697.0,0.07,-7.136,0.0352,370270015.0,151.779,0.453,137206734.0
0.00271,23431.0,0.556,159227.0,0.92,0.00021,8.0,475746.0,0.117,-4.606,0.0367,288585929.0,121.138,0.771,66526480.0
0.00114,12713.0,0.457,305533.0,0.618,0.00257,6.0,395623.0,0.0679,-6.682,0.0296,116812921.0,80.184,0.579,45325653.0
0.0932,10046.0,0.693,196093.0,0.823,0.0,5.0,298429.0,0.328,-3.761,0.0726,193913773.0,87.904,0.741,64782724.0
0.000121,5832.0,0.578,186533.0,0.882,0.479,7.0,142739.0,0.284,-6.354,0.044,109105631.0,125.603,0.623,25910545.0
0.00176,234.0,0.413,157960.0,0.967,1.09e-06,6.0,55806.0,0.101,-3.96,0.136,18346634.0,130.451,0.279,3129400.0
0.00998,3105.0,0.605,170720.0,0.7,0.0,4.0,59248.0,0.116,-6.47,0.0277,24493762.0,84.962,0.588,3274541.0
0.00021,2991.0,0.295,204293.0,0.94,0.00106,11.0,37976.0,0.276,-5.247,0.0449,67384621.0,186.186,0.58,2366923.0
0.0109,15002.0,0.599,189400.0,0.624,8.06e-06,6.0,207735.0,0.158,-6.622,0.0339,52766362.0,119.838,0.706,30056659.0
0.00318,3212.0,0.536,206547.0,0.849,0.00197,0.0,115028.0,0.104,-4.702,0.0616,129458173.0,127.002,0.305,9844085.0
0.00454,14184.0,0.519,235840.0,0.935,0.0,7.0,270719.0,0.0661,-5.656,0.0423,110805835.0,104.044,0.498,33107669.0
0.0011,561.0,0.515,236000.0,0.992,6.86e-06,7.0,10162.0,0.382,-6.32,0.08,20164878.0,122.017,0.112,693552.0
0.00661,2242.0,0.546,181333.0,0.92,3.13e-06,5.0,60331.0,0.904,-4.83,0.0592,63088022.0,95.996,0.265,3815727.0
0.00346,57515.0,0.505,313984.0,0.859,0.0012,6.0,768279.0,0.263,-5.546,0.0431,69490301.0,95.036,0.434,71494473.0
0.000676,8507.0,0.436,250720.0,0.748,3.01e-06,6.0,176035.0,0.221,-6.349,0.031,93119440.0,62.11,0.589,13040673.0
0.0528,5568.0,0.47,278093.0,0.904,0.00151,0.0,112480.0,0.226,-7.018,0.0535,6716080.0,77.021,0.373,7236399.0
0.00649,2594.0,0.522,235720.0,0.975,3.62e-05,9.0,66309.0,0.189,-5.895,0.0917,46040519.0,115.998,0.242,3213144.0
0.000101,3663.0,0.343,231187.0,0.945,9.62e-06,4.0,75234.0,0.346,-3.259,0.0555,83758496.0,176.135,0.539,6732515.0
0.0271,7641.0,0.54,218000.0,0.922,1.31e-05,9.0,156935.0,0.193,-8.346,0.0465,22653657.0,96.032,0.564,10565840.0
0.185,95270.0,0.673,216773.0,0.886,0.0,1.0,2278164.0,0.0826,-4.44,0.0431,1153629875.0,97.012,0.795,322807655.0
0.153,46340.0,0.481,259933.0,0.638,0.0,0.0,1217732.0,0.154,-5.862,0.0276,649247798.0,79.064,0.497,276766622.0
0.00107,39907.0,0.765,195973.0,0.837,1.06e-05,1.0,1033376.0,0.0801,-3.113,0.032,484386179.0,122.028,0.721,188814782.0
0.0031,28225.0,0.458,232213.0,0.831,0.0,0.0,463249.0,0.337,-2.187,0.0654,133475101.0,81.531,0.572,112630510.0
0.000284,24660.0,0.591,247947.0,0.935,0.000278,6.0,422511.0,0.142,-2.664,0.0478,142709224.0,140.043,0.736,57855301.0
0.834,15067.0,0.461,205453.0,0.267,2.03e-05,0.0,356320.0,0.107,-8.514,0.0278,245094143.0,87.918,0.481,75198201.0
0.0231,18882.0,0.392,243253.0,0.825,2.25e-06,0.0,380959.0,0.0972,-2.068,0.0535,186898716.0,98.959,0.482,54434559.0
0.0863,1891.0,0.675,239933.0,0.553,7.58e-06,7.0,87979.0,0.118,-7.775,0.0486,116549245.0,90.02,0.594,13821118.0
0.0131,2695.0,0.63,231787.0,0.791,6.83e-06,2.0,69947.0,0.232,-4.497,0.0279,48743735.0,102.963,0.491,12848407.0
0.0746,7954.0,0.454,242200.0,0.839,0.0,3.0,151390.0,0.279,-5.368,0.0441,41578256.0,166.166,0.529,27809097.0
0.0143,35260.0,0.715,331333.0,0.689,0.000192,2.0,1380771.0,0.111,-8.065,0.029,220830501.0,111.504,0.852,225894553.0
0.559,3468.0,0.605,350267.0,0.574,0.113,2.0,47521.0,0.0684,-10.536,0.0377,273587252.0,129.449,0.543,6155132.0
0.125,23506.0,0.51,281200.0,0.44,0.0,2.0,614449.0,0.0994,-11.015,0.0293,164217441.0,74.8,0.135,127751492.0
0.872,108137.0,0.472,288267.0,0.373,0.206,3.0,3064515.0,0.147,-12.98,0.0262,97035225.0,135.193,0.459,737179806.0
0.372,12191.0,0.43,277960.0,0.374,0.379,11.0,360004.0,0.316,-9.949,0.0292,139067533.0,128.56,0.191,50558996.0
0.498,4017.0,0.523,241507.0,0.366,0.0,10.0,110124.0,0.094,-14.069,0.0331,103721988.0,142.814,0.291,20536490.0
0.0137,5388.0,0.641,283493.0,0.796,0.000115,2.0,235641.0,0.358,-8.56,0.0407,67064566.0,123.229,0.727,41618595.0
0.0183,32880.0,0.615,192147.0,0.808,1.72e-05,11.0,1347616.0,0.0744,-6.19,0.0285,61903001.0,114.995,0.762,307488481.0
0.316,2205.0,0.546,271200.0,0.627,0.00114,0.0,48603.0,0.096,-9.037,0.0244,45865339.0,81.278,0.764,6443015.0
0.274,24552.0,0.641,302413.0,0.821,0.487,5.0,617224.0,0.138,-8.783,0.0325,67459865.0,161.143,0.705,96482569.0
0.347,71959.0,0.645,251489.0,0.795,0.00389,7.0,2384833.0,0.104,-12.095,0.0527,999058226.0,112.067,0.535,297653961.0
0.174,36625.0,0.511,393667.0,0.942,1.87e-05,0.0,1006580.0,0.139,-10.407,0.0429,220570153.0,97.909,0.498,168586630.0
0.338,30817.0,0.623,257316.0,0.739,1.88e-05,7.0,607214.0,0.109,-8.116,0.0244,135311458.0,95.007,0.642,85468420.0
0.0232,18923.0,0.434,391000.0,0.609,0.00108,5.0,391291.0,0.0557,-8.295,0.0306,108212130.0,159.994,0.372,73609695.0
0.0709,13758.0,0.647,215400.0,0.896,0.0505,4.0,285684.0,0.0614,-5.949,0.0509,100571919.0,118.729,0.953,27082872.0
0.0109,11525.0,0.209,376733.0,0.795,5.63e-05,0.0,224536.0,0.355,-7.241,0.0443,70048954.0,171.975,0.682,38234996.0
0.188,251.0,0.36,183635.0,0.887,0.00982,1.0,19284.0,0.0809,-7.109,0.045,4864986.0,129.646,0.58,791989.0
0.188,30817.0,0.298,302120.0,0.704,0.000488,7.0,607214.0,0.777,-9.905,0.0366,34814991.0,95.023,0.655,85468420.0
0.0134,4996.0,0.681,271533.0,0.742,0.422,5.0,106003.0,0.121,-7.0,0.0249,32828684.0,109.001,0.486,20778583.0
0.0736,6464.0,0.665,290640.0,0.787,0.000132,5.0,115958.0,0.143,-8.393,0.0328,31093441.0,122.478,0.358,18900738.0
0.257,208835.0,0.671,295893.0,0.373,8.01e-05,9.0,4244166.0,0.0481,-18.064,0.0323,1355029865.0,92.718,0.732,837316595.0
0.00783,37920.0,0.473,235547.0,0.898,0.0618,6.0,1405559.0,0.173,-4.797,0.0561,528069993.0,96.556,0.808,215476139.0
0.0208,18095.0,0.365,331200.0,0.513,0.000147,7.0,480894.0,0.205,-13.034,0.0357,254807488.0,80.647,0.739,115729384.0
0.062,23652.0,0.515,229880.0,0.277,0.0,10.0,450008.0,0.258,-17.85,0.0255,136488911.0,82.167,0.413,76790907.0
0.0519,7323.0,0.799,247587.0,0.783,0.0213,11.0,122020.0,0.127,-7.703,0.0847,52452407.0,97.207,0.918,16606245.0
0.234,4176.0,0.555,269227.0,0.649,0.0695,5.0,100508.0,0.0554,-13.345,0.0302,64078114.0,101.743,0.596,27243619.0
0.404,904.0,0.539,293307.0,0.306,0.0,0.0,50732.0,0.0608,-15.067,0.0264,36863478.0,102.245,0.0643,6546032.0
0.13,3875.0,0.583,309533.0,0.414,0.000616,5.0,63281.0,0.064,-16.409,0.0289,21918565.0,97.542,0.532,17124748.0
0.181,3997.0,0.482,316053.0,0.471,0.00167,10.0,57575.0,0.112,-13.873,0.0334,15748993.0,88.557,0.342,8583467.0
0.146,2425.0,0.653,366373.0,0.506,9.43e-05,10.0,54014.0,0.0845,-8.755,0.0267,21546571.0,98.391,0.447,13013775.0
0.0561,8181.0,0.853,227600.0,0.606,0.0,0.0,264679.0,0.313,-4.596,0.0713,787544363.0,94.759,0.654,19973183.0
0.116,45416.0,0.74,235133.0,0.766,0.0,6.0,2266373.0,0.0406,-2.939,0.178,331272487.0,170.531,0.807,415780244.0
0.109,32073.0,0.801,154151.0,0.764,1.62e-05,2.0,2514743.0,0.247,-5.112,0.0986,122450231.0,89.999,0.578,165861448.0
0.242,34631.0,0.867,249933.0,0.538,1.75e-05,2.0,1477569.0,0.316,-16.183,0.361,230939272.0,158.328,0.781,178493692.0
0.0052,14766.0,0.957,199893.0,0.554,0.00185,3.0,1140621.0,0.249,-6.618,0.067,63853876.0,101.783,0.64,201640380.0
0.0768,16108.0,0.901,231880.0,0.531,0.0,10.0,685014.0,0.101,-5.365,0.0853,42371793.0,100.016,0.563,62909517.0
0.016,6915.0,0.824,210329.0,0.854,4.95e-05,8.0,559576.0,0.117,-5.312,0.177,185294989.0,95.114,0.896,59580265.0
0.021,1668.0,0.786,172373.0,0.679,0.0,0.0,90346.0,0.0433,-5.402,0.0339,60638269.0,104.979,0.673,15117604.0
0.126,8181.0,0.727,178500.0,0.921,0.0,11.0,264679.0,0.0942,-3.212,0.0462,11910849.0,120.049,0.508,19973183.0
0.166,14766.0,0.929,226240.0,0.557,0.0,10.0,1140621.0,0.19,-9.404,0.289,12857061.0,102.93,0.685,201640380.0
0.888,4381.0,0.346,145467.0,0.433,0.0,3.0,331194.0,0.101,-10.602,0.065,136198884.0,77.963,0.768,20582675.0
0.738,53504.0,0.39,210493.0,0.396,0.0,7.0,1163539.0,0.0991,-8.18,0.0395,141560691.0,192.178,0.57,159546257.0
0.0427,2828.0,0.418,212600.0,0.768,0.537,10.0,55977.0,0.275,-6.908,0.0306,95808185.0,141.371,0.296,8515221.0
0.136,7.0,0.69,252227.0,0.563,2.57e-06,8.0,175.0,0.0574,-6.7,0.0783,115181228.0,152.21,0.848,6770.0
0.424,203.0,0.676,188200.0,0.657,0.000147,6.0,13289.0,0.13,-7.28,0.0272,116468733.0,105.002,0.879,1097426.0
0.685,623.0,0.523,200072.0,0.615,0.0253,1.0,29187.0,0.284,-5.46,0.0283,70150387.0,129.139,0.668,7634939.0
0.762,2.0,0.771,202827.0,0.631,0.00454,6.0,,0.108,-7.276,0.0382,49266336.0,97.054,0.644,1406.0
0.315,18980.0,0.727,207053.0,0.801,0.000834,7.0,423627.0,0.127,-5.104,0.0285,67996442.0,124.057,0.896,63174910.0
0.000382,8920.0,0.574,203373.0,0.964,0.0045,4.0,246375.0,0.0578,-2.745,0.0458,64557476.0,109.037,0.644,27350365.0
0.251,408.0,0.713,203938.0,0.653,0.0,7.0,23131.0,0.59,-11.633,0.103,,159.125,0.808,5870884.0
0.622,56274.0,0.783,237027.0,0.693,8.3e-06,9.0,1978415.0,0.109,-5.056,0.027,370706500.0,106.991,0.528,524734843.0
0.175,19135.0,0.589,247693.0,0.552,0.0,9.0,706491.0,0.106,-5.707,0.0268,187157381.0,88.535,0.311,196554205.0
0.306,4477.0,0.662,169533.0,0.798,0.0,8.0,179450.0,0.174,-4.627,0.0335,86727730.0,141.007,0.542,54428612.0
0.933,1987.0,0.47,239240.0,0.235,0.0,5.0,58747.0,0.095,-7.298,0.038,126431029.0,103.87,0.134,5374729.0
0.0661,7882.0,0.647,238533.0,0.898,0.0,6.0,245225.0,0.129,-4.851,0.0325,76924294.0,144.985,0.56,88481768.0
0.202,13957.0,0.608,237427.0,0.509,8.33e-06,11.0,632294.0,0.901,-9.759,0.048,77114883.0,139.979,0.326,276832684.0
0.448,13957.0,0.573,189493.0,0.761,0.0,11.0,632294.0,0.38,-5.077,0.0416,36989088.0,155.844,0.532,276832684.0
0.41,7966.0,0.593,222853.0,0.888,0.000498,0.0,181450.0,0.162,-4.259,0.0339,39960486.0,145.049,0.626,63424147.0
0.0673,5615.0,0.528,226800.0,0.692,0.0,2.0,180322.0,0.13,-6.107,0.0309,48024358.0,137.026,0.402,52059165.0
0.272,175.0,0.673,311347.0,0.753,0.0,7.0,2002.0,0.071,-5.002,0.119,61921081.0,120.057,0.424,218102.0
0.911,376.0,0.136,166867.0,0.164,0.916,4.0,14054.0,0.109,-18.756,0.0364,75073139.0,58.303,0.071,570881.0
0.733,285.0,0.471,254347.0,0.411,0.853,2.0,4134.0,0.28,-15.755,0.041,91702045.0,79.986,0.282,259284.0
0.983,859.0,0.194,644273.0,0.0545,0.945,4.0,14825.0,0.0551,-24.877,0.0366,21213544.0,140.966,0.0385,2160946.0
0.753,4071.0,0.577,179573.0,0.379,0.955,7.0,111524.0,0.126,-13.82,0.0368,44976720.0,103.112,0.284,6515180.0
0.438,1.0,0.318,157027.0,0.308,0.889,5.0,2857.0,0.109,-13.676,0.0285,57771490.0,103.925,0.0592,220567.0
0.774,,0.116,333347.0,0.13,0.914,0.0,,0.111,-18.278,0.0355,49534673.0,80.611,0.0666,
0.87,,0.114,331933.0,0.0701,0.431,4.0,,0.0916,-23.417,0.0445,30936815.0,89.33,0.0371,
0.965,755.0,0.37,141600.0,0.248,2.12e-05,6.0,53704.0,0.0911,-10.47,0.0371,47205372.0,133.33,0.384,5330869.0
0.944,109.0,0.148,478573.0,0.0722,0.148,4.0,3633.0,0.115,-25.217,0.0427,33450044.0,87.882,0.0467,241635.0
0.255,6.0,0.699,164307.0,0.419,0.0239,0.0,265.0,0.0471,-15.133,0.134,27598216.0,131.629,0.822,32880.0
0.43,6540.0,0.663,151667.0,0.6,0.0,7.0,205276.0,0.184,-10.87,0.032,931115362.0,129.991,0.8,22287771.0
0.272,115.0,0.711,194293.0,0.362,0.0,3.0,3418.0,0.127,-10.851,0.0381,299483954.0,117.287,0.616,280889.0
0.119,29399.0,0.805,238600.0,0.602,0.000122,0.0,1243681.0,0.0581,-9.7,0.0579,319143311.0,94.382,0.744,179541168.0
0.447,2757.0,0.283,233000.0,0.716,0.0,1.0,101390.0,0.399,-9.632,0.0986,227444299.0,201.96,0.828,9044783.0
0.328,307.0,0.498,193573.0,0.634,0.748,6.0,24142.0,0.0962,-12.16,0.0475,89305083.0,93.161,0.515,1128302.0
0.0375,1417.0,0.539,290933.0,0.599,0.0,3.0,37827.0,0.0754,-10.638,0.0483,248473631.0,167.7,0.636,3445455.0
0.234,86.0,0.855,255133.0,0.847,0.00062,2.0,1393.0,0.345,-9.019,0.042,128761710.0,122.644,0.89,118415.0
0.321,1627.0,0.689,368317.0,0.68,0.0211,0.0,107807.0,0.0431,-7.196,0.0427,220164864.0,100.987,0.646,20556625.0
0.214,300.0,0.523,177667.0,0.48,0.0,3.0,6706.0,0.0751,-10.923,0.0492,61666308.0,151.4,0.81,816662.0
0.135,2056.0,0.513,173867.0,0.448,0.0,11.0,48414.0,0.0678,-11.074,0.0325,55208812.0,97.63,0.172,4765516.0
0.13,257392.0,0.574,300107.0,0.628,0.0,2.0,6693888.0,0.271,-8.815,0.036,701891360.0,153.119,0.803,978518892.0
0.0094,10684.0,0.887,193200.0,0.48,3.58e-05,11.0,296193.0,0.0662,-11.994,0.117,396339724.0,95.846,0.607,41945347.0
0.414,34818.0,0.437,347667.0,0.596,1.45e-05,0.0,593307.0,0.701,-8.01,0.0318,,138.447,0.274,151559751.0
0.243,24296.0,0.673,390867.0,0.863,3.23e-05,5.0,500697.0,0.0601,-10.352,0.0451,202918470.0,91.703,0.938,123302387.0
0.052,15174.0,0.735,324667.0,0.64,0.00102,10.0,266919.0,0.345,-7.522,0.072,84338554.0,104.444,0.551,61437969.0
0.231,15650.0,0.705,240120.0,0.842,0.0,9.0,245937.0,0.382,-6.171,0.0503,98857291.0,107.931,0.712,46592859.0
0.163,1157.0,0.689,336667.0,0.333,3.36e-05,3.0,17337.0,0.0853,-13.288,0.0262,114364994.0,101.988,0.284,3170290.0
0.0518,3572.0,0.333,318867.0,0.863,0.0,7.0,51130.0,0.972,-6.918,0.0515,28799881.0,110.162,0.384,7198386.0
0.314,7625.0,0.534,411147.0,0.415,0.000365,1.0,142663.0,0.0847,-11.781,0.0278,65416428.0,173.561,0.188,20448489.0
0.135,6549.0,0.667,282040.0,0.736,0.0,8.0,142739.0,0.203,-8.168,0.191,61676939.0,93.193,0.766,25716185.0
0.0152,5663.0,0.635,156773.0,0.87,0.0,2.0,177464.0,0.118,-4.291,0.04,179799559.0,92.999,0.912,24611601.0
0.191,35998.0,0.756,246467.0,0.77,0.0,1.0,1149037.0,0.178,-3.502,0.0343,439025743.0,119.961,0.73,179131353.0
0.35,68968.0,0.926,199853.0,0.916,6.17e-06,10.0,2036467.0,0.0234,-2.221,0.0929,486700432.0,110.007,0.904,260080572.0
0.0294,30740.0,0.856,236213.0,0.754,1.49e-05,7.0,1216221.0,0.206,-2.728,0.0416,214398925.0,98.018,0.722,158553611.0
0.00816,327.0,0.658,237400.0,0.82,0.0,0.0,53485.0,0.0839,-5.825,0.0674,86743371.0,112.938,0.697,6347473.0
0.154,15336.0,0.811,264920.0,0.726,0.0,0.0,421016.0,0.116,-3.995,0.0813,99230595.0,131.027,0.666,48419847.0
0.000527,333.0,0.566,222360.0,0.976,0.00265,1.0,6541.0,0.114,-3.866,0.262,92280208.0,193.979,0.354,150410.0
0.0509,11366.0,0.676,221227.0,0.948,8.19e-06,5.0,393348.0,0.384,-2.557,0.0628,95086568.0,136.027,0.731,63710019.0
0.00613,0.0,0.706,156493.0,0.82,0.00186,7.0,56201.0,0.0488,-4.469,0.0562,76704310.0,118.951,0.595,17056666.0
0.0322,40206.0,0.709,189333.0,0.721,0.000309,2.0,767772.0,0.355,-3.52,0.0281,87218417.0,112.019,0.801,168330582.0
0.14,52293.0,0.802,206400.0,0.785,0.0,9.0,1392599.0,0.123,-4.781,0.207,444401356.0,99.998,0.435,288738246.0
0.0455,29913.0,0.862,235533.0,0.648,0.0,4.0,1090933.0,0.0332,-7.401,0.251,323529126.0,98.012,0.637,196754501.0
0.0209,33789.0,0.381,372707.0,0.69,0.0,10.0,578399.0,0.438,-5.312,0.455,144223810.0,78.239,0.223,103807127.0
0.0476,4339.0,0.934,209413.0,0.562,1.31e-06,4.0,314681.0,0.0608,-4.609,0.24,97613307.0,96.792,0.712,37353144.0
0.172,26222.0,0.568,233094.0,0.547,0.0,1.0,227959.0,0.209,-6.985,0.547,83538834.0,82.635,0.318,13344610.0
0.0922,28442.0,0.405,229480.0,0.889,0.0,2.0,197336.0,0.446,-3.303,0.317,72744004.0,82.918,0.338,40781937.0
0.0392,153.0,0.895,225350.0,0.676,0.0,6.0,6450.0,0.25,-5.067,0.369,7497700.0,136.982,0.503,219458.0
0.16,166.0,0.876,223067.0,0.647,0.0,11.0,4047.0,0.238,-3.917,0.28,49390043.0,86.993,0.961,1082340.0
0.138,4908.0,0.754,220079.0,0.909,0.0,6.0,108961.0,0.281,-3.323,0.23,,126.994,0.591,17496341.0
0.0731,53759.0,0.67,320893.0,0.765,0.0,11.0,1146257.0,0.0567,-5.019,0.352,78380528.0,148.126,0.383,262615253.0
0.108,5.0,0.602,118840.0,0.553,0.0,11.0,796.0,0.0512,-9.336,0.0328,179958052.0,130.594,0.971,152240.0
0.718,90.0,0.392,153205.0,0.629,3.76e-06,5.0,19486.0,0.129,-7.056,0.0335,427568977.0,124.511,0.72,1328586.0
0.00863,5162.0,0.682,217693.0,0.635,0.0,0.0,77196.0,0.137,-10.05,0.0346,190740870.0,115.584,0.927,12165679.0
0.661,,0.55,149373.0,0.854,0.0,3.0,2232.0,0.112,-5.968,0.036,249976627.0,159.231,0.965,231660.0
0.326,1552.0,0.396,219027.0,0.473,0.000124,10.0,59330.0,0.109,-7.67,0.0345,338273854.0,133.449,0.385,6122384.0
0.253,306.0,0.521,173040.0,0.487,0.0,6.0,6602.0,0.0579,-7.525,0.0299,217896060.0,117.072,0.483,371451.0
0.36,96.0,0.39,134387.0,0.625,0.0,9.0,52554.0,0.0663,-7.813,0.0537,150933070.0,144.338,0.514,3349326.0
0.0666,370.0,0.487,169933.0,0.464,0.00531,4.0,6230.0,0.105,-9.821,0.03,98187982.0,121.242,0.851,303150.0
0.0529,1027.0,0.582,204373.0,0.845,1.44e-06,1.0,25155.0,0.0752,-7.335,0.0447,36297624.0,116.453,0.624,1230061.0
0.19,300.0,0.581,133893.0,0.669,0.0,6.0,5251.0,0.243,-3.659,0.0385,67927073.0,78.073,0.926,593140.0
0.127,347.0,0.5,250987.0,0.748,0.0,4.0,4550.0,0.447,-9.072,0.0363,1466430410.0,118.852,0.514,643260.0
0.00251,10896.0,0.529,201693.0,0.932,0.00109,7.0,247520.0,0.136,-7.501,0.0488,326965038.0,138.158,0.571,47786055.0
