Acousticness,Comments,Danceability,Duration_ms,Energy,Instrumentalness,Key,Likes,Liveness,Loudness,Speechiness,Stream,Tempo,Valence,Views
0.29,21250.0,0.411,248013.0,0.468,0.0,2.0,701106.0,0.136,-7.058,0.0294,85581986.0,149.399,0.179,272937484.0
0.0527,78.0,0.258,252293.0,0.385,0.0,6.0,3317.0,0.0802,-8.143,0.033,89126926.0,174.167,0.174,420736.0
0.417,4930.0,0.458,230720.0,0.472,0.0,6.0,235929.0,0.104,-7.183,0.0478,55720483.0,150.936,0.322,59965034.0
0.166,160233.0,0.616,203160.0,0.989,0.0,9.0,3734972.0,0.172,-1.698,0.0483,517014834.0,95.036,0.902,1482721793.0
0.161,17598.0,0.591,217547.0,0.785,0.0,9.0,557111.0,0.126,-7.768,0.161,89466323.0,106.002,0.785,24706325.0
0.0112,20086.0,0.702,183573.0,0.84,0.0,0.0,1195615.0,0.119,-3.547,0.0879,303936352.0,101.99,0.624,280115938.0
0.204,9074.0,0.783,218866.0,0.797,0.0,11.0,235854.0,0.106,-6.435,0.0791,13736084.0,111.994,0.416,20013860.0
0.233,10190.0,0.717,216320.0,0.929,0.0,10.0,620680.0,0.359,-4.956,0.053,131483961.0,94.995,0.586,409423761.0
0.0805,1373.0,0.863,158773.0,0.888,0.00658,1.0,138888.0,0.052,-3.532,0.0664,18683049.0,110.016,0.96,27916201.0
0.0784,6955.0,0.83,200690.0,0.837,5.87e-05,11.0,575738.0,0.0824,-4.789,0.141,64431922.0,115.976,0.744,71616468.0
0.128,8629.0,0.718,189053.0,0.897,0.0,8.0,433296.0,0.741,-4.272,0.111,47156123.0,105.03,0.808,78126387.0
0.0405,286.0,0.759,220440.0,0.906,2.74e-06,1.0,12621.0,0.206,-6.085,0.0513,21300128.0,92.99,0.575,1307869.0
0.102,10261.0,0.681,215640.0,0.912,7.18e-05,6.0,864064.0,0.325,-5.006,0.04,93219213.0,92.021,0.667,245822576.0
0.000252,6576.0,0.588,209093.0,0.881,0.0,0.0,168151.0,0.326,-4.62,0.0666,157249972.0,129.947,0.709,29059460.0
0.112,1968.0,0.584,243227.0,0.536,0.0,10.0,24294.0,0.456,-8.158,0.0279,205562179.0,127.001,0.441,2889437.0
0.000266,4073.0,0.463,243978.0,0.917,1.8e-05,7.0,93597.0,0.0872,-3.776,0.13,16401909.0,160.028,0.369,4663324.0
2.58e-05,19875.0,0.349,202640.0,0.981,0.0,2.0,422662.0,0.343,-3.228,0.141,141709277.0,160.042,0.207,65811510.0
0.000263,7071.0,0.425,197200.0,0.983,0.0,10.0,176243.0,0.114,-3.437,0.114,115446943.0,149.95,0.513,31508825.0
7e-05,7051.0,0.507,188813.0,0.933,0.0,0.0,214312.0,0.105,-4.7,0.0869,88246230.0,149.996,0.715,36374945.0
7.35e-05,5704.0,0.241,180840.0,0.97,0.0,10.0,122406.0,0.904,-4.246,0.104,83998138.0,159.93,0.621,24755051.0
0.000132,9726.0,0.301,255827.0,0.916,1.84e-05,10.0,216873.0,0.293,-6.218,0.0919,54279967.0,150.091,0.451,18010050.0
0.00497,5400.0,0.625,198267.0,0.951,0.0,3.0,123682.0,0.107,-5.209,0.0494,68972276.0,128.01,0.721,20883805.0
4.82e-05,6192.0,0.409,200677.0,0.992,2.03e-06,3.0,163524.0,0.1,-2.803,0.108,92323729.0,149.859,0.344,16925530.0
0.611,15226.0,0.512,213253.0,0.598,0.0,9.0,459001.0,0.0881,-4.959,0.115,187745801.0,70.189,0.345,56661764.0
0.487,30.0,0.537,216832.0,0.411,9.21e-06,7.0,1288.0,0.3,-14.059,0.502,92621495.0,94.292,0.207,54742.0
0.134,13838.0,0.597,214035.0,0.733,0.0,1.0,783763.0,0.159,-6.017,0.41,134334957.0,171.016,0.639,120595851.0
0.946,18.0,0.687,109000.0,0.619,0.0,0.0,361.0,0.248,-5.829,0.0498,4875832.0,118.101,0.656,12575.0
0.307,584.0,0.807,238827.0,0.702,0.0,6.0,49641.0,0.111,-6.594,0.0748,92938118.0,114.038,0.447,10607080.0
0.0453,4602.0,0.728,228707.0,0.811,2.07e-06,7.0,225795.0,0.362,-4.278,0.0564,136886345.0,114.995,0.705,19875046.0
0.0237,126379.0,0.511,277970.0,0.85,0.0,11.0,1703483.0,0.0615,-3.562,0.195,29836448.0,90.047,0.326,23052210.0
0.0469,26421.0,0.696,211909.0,0.801,0.0,5.0,1666556.0,0.502,-5.641,0.0952,155268754.0,93.003,0.536,279512854.0
0.0697,4959.0,0.59,212500.0,0.598,0.0,7.0,247509.0,0.112,-7.153,0.609,53388711.0,156.073,0.34,24740126.0
0.398,13998.0,0.42,302547.0,0.744,8.54e-06,8.0,327633.0,0.192,-5.033,0.396,79909924.0,161.792,0.324,61373093.0
0.0319,214369.0,0.646,210960.0,0.795,0.0,9.0,7154106.0,0.267,-3.293,0.0976,968714963.0,89.99,0.796,686636687.0
0.237,42812.0,0.72,243773.0,0.744,0.0,1.0,1131985.0,0.255,-6.938,0.12,384847652.0,78.953,0.619,122826658.0
0.134,25527.0,0.716,222213.0,0.838,0.0,10.0,490366.0,0.148,-4.289,0.0513,106188720.0,130.034,0.646,85670345.0
0.0775,25709.0,0.592,228533.0,0.926,0.0,7.0,473900.0,0.187,-3.469,0.126,75129537.0,99.018,0.432,70304603.0
0.0253,13161.0,0.687,216317.0,0.668,0.0,5.0,173843.0,0.744,-4.061,0.0282,43358465.0,113.053,0.418,38563715.0
0.0225,7464.0,0.761,235480.0,0.69,0.0,11.0,75342.0,0.34,-5.56,0.11,21018604.0,114.987,0.742,24682852.0
0.0105,1166.0,0.632,194800.0,0.896,7.01e-05,9.0,19665.0,0.0499,-5.687,0.0626,5743897.0,160.015,0.899,5541213.0
0.103,626.0,0.631,119813.0,0.655,0.0,7.0,4191.0,0.123,-6.895,0.0983,2681593.0,90.017,0.54,2022645.0
0.0359,9.0,0.784,190467.0,0.9,0.0,4.0,696.0,0.0472,-4.998,0.177,2421066.0,94.027,0.86,51568.0
0.0456,264.0,0.673,233453.0,0.752,0.0,2.0,3858.0,0.262,-6.422,0.0393,4255248.0,145.002,0.889,467606.0
0.193,31619.0,0.477,304787.0,0.471,1.76e-06,6.0,1504410.0,0.131,-10.036,0.0277,595238190.0,81.204,0.423,231932565.0
0.31,6235.0,0.33,292067.0,0.469,2.3e-06,10.0,135221.0,0.0402,-9.286,0.0335,196845144.0,201.327,0.433,14772878.0
0.0264,2016.0,0.562,200213.0,0.609,0.0,3.0,70606.0,0.17,-7.063,0.0271,171408139.0,130.753,0.512,5241866.0
0.0828,587.0,0.357,259800.0,0.653,0.0,9.0,15834.0,0.0844,-5.554,0.0654,158365872.0,176.647,0.522,1452963.0
0.229,245.0,0.705,268693.0,0.806,0.0,0.0,3872.0,0.0676,-4.83,0.0814,70740369.0,117.945,0.763,247442.0
0.342,6008.0,0.855,271200.0,0.803,0.00732,4.0,148187.0,0.0841,-5.849,0.0316,55807386.0,114.867,0.962,20879097.0
0.0477,2613.0,0.431,229053.0,0.683,8.19e-06,8.0,66098.0,0.213,-7.417,0.0293,26322169.0,114.877,0.506,13831807.0
0.436,1440.0,0.431,237693.0,0.522,1.91e-05,11.0,53412.0,0.109,-8.625,0.0295,27345646.0,199.786,0.233,7301787.0
0.179,1219.0,0.682,224533.0,0.711,9.53e-05,9.0,30483.0,0.126,-7.637,0.0325,23648390.0,129.546,0.766,2654616.0
0.231,31619.0,0.445,285666.0,0.554,0.0,3.0,1504410.0,0.0685,-7.793,0.0315,14373384.0,162.081,0.229,231932565.0
0.228,5867.0,0.714,228680.0,0.85,0.0,0.0,310826.0,0.108,-7.864,0.0541,212908962.0,102.009,0.855,109632508.0
0.161,17598.0,0.591,217547.0,0.785,0.0,9.0,557111.0,0.126,-7.768,0.161,89466323.0,106.002,0.785,24706325.0
0.15,13420.0,0.799,194400.0,0.93,7.82e-05,3.0,592274.0,0.0181,-6.09,0.0578,27844890.0,115.003,0.971,227803303.0
0.269,5821.0,0.513,238667.0,0.903,0.0,11.0,285760.0,0.147,-6.735,0.163,65612177.0,93.513,0.682,131493049.0
0.0919,2218.0,0.794,208860.0,0.693,0.0,7.0,167528.0,0.143,-4.279,0.202,45951908.0,88.917,0.768,19502699.0
0.168,1198.0,0.652,243043.0,0.91,0.0,7.0,53692.0,0.107,-2.675,0.163,68498875.0,195.95,0.481,13753311.0
0.413,5358.0,0.702,250909.0,0.866,0.0,2.0,294308.0,0.0765,-6.091,0.0501,40071971.0,100.042,0.513,117979700.0
0.797,4228.0,0.391,248533.0,0.386,1.05e-06,8.0,186733.0,0.164,-6.271,0.0313,43475543.0,83.808,0.353,43686179.0
0.2,866.0,0.467,168213.0,0.536,0.0,11.0,102442.0,0.144,-6.126,0.0351,9991346.0,93.216,0.397,11918609.0
0.448,473.0,0.652,193043.0,0.832,0.0,9.0,33417.0,0.075,-3.215,0.04,6991101.0,91.909,0.69,3556182.0
0.0587,247548.0,0.773,258474.0,0.795,0.00237,8.0,3493964.0,0.154,-5.537,0.0412,44902959.0,115.997,0.649,275119536.0
0.11,22157.0,0.799,237876.0,0.784,2.84e-06,4.0,1629779.0,0.227,-5.207,0.0519,61676116.0,96.953,0.26,331769916.0
0.295,18398.0,0.63,382973.0,0.63,1.26e-05,4.0,569125.0,0.0934,-7.525,0.0364,43972864.0,107.103,0.517,102069802.0
0.0381,11401.0,0.837,268713.0,0.839,0.000193,11.0,437624.0,0.301,-5.548,0.0468,9996825.0,107.025,0.679,62924456.0
0.0981,2902.0,0.7,261559.0,0.526,0.471,0.0,127451.0,0.102,-6.246,0.0355,12837023.0,92.015,0.774,14440191.0
0.0568,2046.0,0.755,258474.0,0.803,0.00844,8.0,49238.0,0.128,-5.48,0.0353,469518.0,116.001,0.694,2337031.0
0.0652,3207.0,0.772,258474.0,0.784,0.00635,8.0,89931.0,0.121,-5.47,0.0387,371783.0,116.005,0.637,4051576.0
0.154,3557.0,0.642,281480.0,0.925,0.000278,4.0,83384.0,0.0497,-7.154,0.173,1395787.0,99.954,0.591,15989711.0
0.875,0.0,0.449,204661.0,0.302,0.00112,11.0,945.0,0.0867,-9.548,0.0343,1828357.0,113.273,0.226,38104.0
0.271,22157.0,0.752,188006.0,0.945,0.0,9.0,1629779.0,0.317,-3.918,0.0444,1907077.0,104.973,0.77,331769916.0
0.175,952.0,0.659,240445.0,0.798,0.000379,9.0,42710.0,0.708,-6.933,0.0749,56285470.0,126.064,0.15,4120334.0
0.0778,246.0,0.653,308710.0,0.886,0.236,9.0,9646.0,0.126,-8.237,0.0685,6510842.0,124.004,0.0638,429633.0
0.207,231.0,0.679,207262.0,0.845,0.114,11.0,9246.0,0.119,-6.548,0.0507,2782177.0,126.026,0.115,344001.0
0.0309,246.0,0.598,221900.0,0.885,0.0508,9.0,9646.0,0.211,-6.383,0.0373,1112834.0,126.031,0.254,429633.0
0.0319,3741.0,0.528,292525.0,0.732,0.868,2.0,87296.0,0.109,-9.492,0.0504,29793068.0,199.978,0.0324,4277920.0
4.73e-05,32305.0,0.611,328747.0,0.613,0.105,8.0,429145.0,0.159,-6.942,0.129,,127.979,0.491,63166279.0
0.0009,308.0,0.631,226667.0,0.84,0.0374,9.0,7252.0,0.109,-5.768,0.0347,8950519.0,125.992,0.113,418598.0
0.00285,356.0,0.713,255000.0,0.77,0.461,10.0,12005.0,0.597,-6.173,0.0417,5049195.0,127.936,0.0391,972542.0
0.000472,1570.0,0.795,329531.0,0.642,0.0522,1.0,32550.0,0.226,-7.094,0.0516,18598716.0,127.986,0.446,1896464.0
0.00153,16164.0,0.544,214671.0,0.746,0.00392,6.0,183723.0,0.135,-4.877,0.043,42010567.0,128.043,0.224,16568314.0
0.591,695.0,0.712,164120.0,0.493,0.0,6.0,82628.0,0.135,-7.778,0.075,10702895.0,132.827,0.549,3735273.0
0.454,461.0,0.872,214267.0,0.661,0.0,0.0,16675.0,0.135,-7.089,0.301,5264028.0,147.977,0.734,868235.0
0.052,1803.0,0.813,139640.0,0.886,0.0,8.0,50666.0,0.122,-5.668,0.0965,8959771.0,135.068,0.883,2876905.0
0.148,,0.739,137027.0,0.891,0.0,3.0,10.0,0.213,-4.973,0.17,3271713.0,132.874,0.829,511.0
0.849,,0.617,154080.0,0.61,0.0,4.0,,0.106,-10.006,0.419,3071463.0,155.017,0.514,1097981.0
0.0344,64.0,0.821,141493.0,0.902,2.43e-05,0.0,7045.0,0.0978,-4.973,0.0485,2745871.0,132.05,0.735,540830.0
0.471,133.0,0.833,182533.0,0.629,0.0,3.0,7314.0,0.0986,-6.203,0.404,64696556.0,75.031,0.767,541236.0
0.627,55.0,0.838,159080.0,0.597,0.0,11.0,6589.0,0.127,-7.75,0.226,2360971.0,137.016,0.821,464727.0
0.111,1.0,0.827,154453.0,0.86,2.01e-06,2.0,404.0,0.191,-5.421,0.223,2177001.0,114.999,0.33,38807.0
0.381,21.0,0.906,138747.0,0.697,0.0,11.0,4199.0,0.32,-6.604,0.253,2057667.0,97.99,0.868,366227.0
0.403,522.0,0.529,181267.0,0.772,2.21e-06,2.0,51018.0,0.316,-7.013,0.0287,403499761.0,91.751,0.853,10483736.0
0.228,66.0,0.382,136307.0,0.879,0.0,7.0,782.0,0.408,-7.584,0.0642,79052916.0,143.741,0.559,130725.0
0.168,632.0,0.512,160907.0,0.771,0.0,4.0,16732.0,0.0895,-7.006,0.0402,279888484.0,129.639,0.803,788352.0
0.189,69.0,0.311,157613.0,0.664,7.34e-06,9.0,2394.0,0.129,-8.179,0.0377,27323890.0,146.292,0.356,729700.0
0.205,903.0,0.545,171467.0,0.802,1.07e-05,3.0,23750.0,0.0854,-8.3,0.0353,12193967.0,115.668,0.841,2320781.0
0.863,18.0,0.181,128053.0,0.325,0.0929,7.0,170.0,0.107,-12.931,0.0339,1901995.0,153.421,0.313,68198.0
0.48,61.0,0.628,178400.0,0.804,0.0,2.0,678.0,0.398,-8.529,0.0449,949442.0,115.575,0.8,106784.0
0.498,253.0,0.467,176147.0,0.714,0.0034,1.0,3272.0,0.046,-8.796,0.0399,2573583.0,144.915,0.364,346210.0
0.386,58.0,0.407,172227.0,0.783,0.0115,0.0,329.0,0.51,-6.724,0.0614,634388.0,135.981,0.672,31600.0
0.386,2468.0,0.5,196867.0,0.655,0.0,10.0,28081.0,0.0915,-8.313,0.0308,3838902.0,107.75,0.41,5962482.0
0.0688,11874.0,0.547,203507.0,0.816,0.0,8.0,490483.0,0.127,-6.165,0.0624,486758068.0,102.765,0.722,89811065.0
0.276,3477.0,0.431,169307.0,0.81,0.0,7.0,177256.0,0.0906,-5.379,0.066,292521420.0,76.412,0.795,40016487.0
0.732,187.0,0.616,99227.0,0.41,0.0,1.0,5045.0,0.123,-8.523,0.0413,136590224.0,129.498,0.324,187836.0
0.0212,3274.0,0.604,187253.0,0.894,0.0,2.0,160437.0,0.0299,-5.0,0.037,138391211.0,145.017,0.901,22930028.0
0.0165,1929.0,0.543,208973.0,0.873,9.45e-05,10.0,83968.0,0.15,-5.159,0.0803,87053668.0,150.891,0.786,21858845.0
0.051,5175.0,0.733,221413.0,0.882,9.92e-06,0.0,629542.0,0.131,-4.199,0.0389,128147576.0,123.071,0.854,93844941.0
0.196,17.0,0.66,161982.0,0.522,0.0,2.0,9393.0,0.356,-7.754,0.0323,35288376.0,135.825,0.524,478301.0
0.000146,1355.0,0.331,161720.0,0.961,0.0,11.0,62082.0,0.322,-4.627,0.0663,67317847.0,168.355,0.882,13228847.0
0.0459,25.0,0.764,308569.0,0.829,0.000184,1.0,823.0,0.104,-5.261,0.0711,47306226.0,98.02,0.606,76074.0
0.0148,0.0,0.753,113427.0,0.832,0.000337,1.0,50.0,0.0278,-5.212,0.0375,3014998.0,110.006,0.964,4073.0
0.013,2235.0,0.59,201946.0,0.631,0.0,5.0,80647.0,0.464,-6.187,0.0391,8899388.0,124.95,0.411,8140178.0
0.625,,0.33,294532.0,0.439,0.000368,10.0,767136.0,0.177,-9.801,0.041,68341280.0,175.676,0.21,109221003.0
0.212,2728.0,0.551,192166.0,0.724,0.0,3.0,73994.0,0.129,-8.8,0.0622,16257692.0,95.025,0.427,3536617.0
0.721,,0.553,212062.0,0.38,0.0,4.0,440705.0,0.119,-10.697,0.0473,62921779.0,97.01,0.359,55063046.0
0.0379,1176.0,0.523,221580.0,0.574,2.19e-05,0.0,25374.0,0.15,-8.013,0.0351,1220983.0,110.003,0.208,863532.0
0.44,8598.0,0.501,201107.0,0.432,0.00534,0.0,256204.0,0.137,-11.924,0.0297,31061090.0,127.956,0.249,28583461.0
0.709,1223.0,0.457,263077.0,0.522,0.000239,11.0,28532.0,0.107,-8.142,0.0542,4088073.0,129.532,0.197,1572629.0
0.649,,0.567,243227.0,0.28,0.0,5.0,121792.0,0.112,-8.197,0.0281,20616451.0,107.849,0.26,10663222.0
0.863,,0.322,235835.0,0.389,0.0,6.0,370955.0,0.1,-8.667,0.0422,28706917.0,81.397,0.287,46675873.0
0.544,,0.637,274992.0,0.497,0.0,2.0,29714.0,0.0745,-8.41,0.233,18814856.0,73.986,0.211,4691882.0
0.277,0.0,0.582,185707.0,0.762,0.0,1.0,21.0,0.359,-7.434,0.686,141143.0,165.819,0.668,3455.0
0.46,0.0,0.613,182720.0,0.775,0.0,11.0,21.0,0.378,-7.467,0.912,115167.0,158.124,0.536,3455.0
0.435,0.0,0.773,184467.0,0.679,0.0,1.0,21.0,0.302,-8.189,0.875,113930.0,61.79,0.804,3455.0
0.873,0.0,0.475,181680.0,0.901,0.0,6.0,33.0,0.96,-7.625,0.94,111455.0,78.865,0.464,6933.0
0.209,0.0,0.606,182653.0,0.761,0.0,1.0,21.0,0.328,-6.954,0.852,111131.0,61.647,0.681,3455.0
0.218,0.0,0.692,184067.0,0.7,0.0,10.0,21.0,0.133,-7.317,0.629,106871.0,138.481,0.74,3455.0
0.636,0.0,0.584,181893.0,0.735,0.0,1.0,21.0,0.19,-7.623,0.705,106025.0,99.675,0.754,3455.0
0.58,0.0,0.606,182480.0,0.914,0.0,10.0,21.0,0.879,-6.206,0.882,104387.0,129.124,0.4,3455.0
0.672,0.0,0.536,180053.0,0.791,0.0,7.0,21.0,0.442,-6.036,0.531,103333.0,74.253,0.725,3455.0
0.32,0.0,0.51,183627.0,0.691,0.0,8.0,21.0,0.46,-7.032,0.6,102027.0,70.875,0.744,3455.0
0.0274,38938.0,0.227,166093.0,0.66,0.000538,4.0,2291850.0,0.0787,-5.993,0.0759,57662009.0,167.956,0.27,99757563.0
0.134,11435.0,0.567,166133.0,0.695,0.0,9.0,447663.0,0.177,-4.896,0.0559,13136523.0,107.934,0.424,16744117.0
0.49,101110.0,0.505,226440.0,0.594,0.0,8.0,2246999.0,0.298,-7.642,0.0695,73259995.0,135.007,0.464,193635971.0
0.000891,12290.0,0.521,264300.0,0.842,0.0234,2.0,450509.0,0.0445,-5.154,0.0472,21802742.0,93.984,0.142,18543966.0
0.000742,36291.0,0.483,280800.0,0.947,0.0,9.0,1489798.0,0.14,-3.018,0.0594,,144.948,0.347,137018761.0
0.00266,67922.0,0.498,203280.0,0.877,0.25,2.0,4013901.0,0.411,-3.84,0.0597,64826562.0,128.069,0.619,366513522.0
0.0976,5413.0,0.495,229160.0,0.75,0.0,6.0,176833.0,0.0847,-4.573,0.0666,19254127.0,158.124,0.507,10281279.0
0.0958,5150.0,0.394,193395.0,0.601,0.0,1.0,179357.0,0.176,-5.991,0.0386,9904639.0,144.994,0.334,6252232.0
0.000856,201397.0,0.44,258800.0,0.623,0.0586,0.0,2929005.0,0.103,-8.228,0.0316,99441256.0,140.006,0.0563,265907978.0
0.0513,10278.0,0.59,158080.0,0.654,0.0339,4.0,429960.0,0.052,-6.991,0.0442,10453266.0,139.868,0.21,24293559.0
0.000865,8.0,0.348,61440.0,0.725,0.00957,1.0,253.0,0.168,-6.894,0.0813,4201105.0,143.712,0.643,12991.0
0.308,58.0,0.416,73045.0,0.472,0.000284,10.0,1645.0,0.132,-7.137,0.11,6192033.0,135.308,0.494,71563.0
0.832,0.0,0.42,349040.0,0.701,0.0,1.0,18767.0,0.103,-7.582,0.339,50741191.0,79.716,0.671,885111.0
0.451,179.0,0.46,105185.0,0.825,0.0,7.0,3226.0,0.0865,-6.295,0.296,12858894.0,81.342,0.515,123740.0
0.659,277.0,0.61,209864.0,0.687,1.14e-06,9.0,5609.0,0.174,-7.24,0.262,2876923.0,82.489,0.441,230270.0
0.00491,9.0,0.483,178787.0,0.878,0.0,6.0,170.0,0.231,-3.352,0.158,8475286.0,139.605,0.716,6063.0
0.0198,978.0,0.762,202286.0,0.541,0.0,7.0,16154.0,0.265,-7.431,0.458,1955514.0,140.059,0.43,385258.0
0.605,224.0,0.519,95294.0,0.706,0.0,8.0,4253.0,0.175,-6.983,0.214,4633504.0,135.831,0.61,270533.0
0.398,48.0,0.393,121676.0,0.745,0.0,7.0,1002.0,0.261,-3.642,0.0596,1899207.0,126.889,0.436,53149.0
0.0635,3428.0,0.526,244250.0,0.927,0.0,4.0,44992.0,0.78,-2.552,0.236,1711912.0,89.97,0.677,1186935.0
0.079,10762.0,0.535,163507.0,0.674,0.0,6.0,251886.0,0.173,-8.202,0.326,43548674.0,90.998,0.276,26231413.0
0.0621,11514.0,0.693,186187.0,0.776,0.00215,11.0,204773.0,0.19,-5.79,0.226,35907604.0,89.995,0.194,24315164.0
0.207,2220.0,0.636,192275.0,0.721,0.0,7.0,22569.0,0.0844,-5.852,0.275,3103957.0,95.946,0.679,710850.0
0.184,2513.0,0.792,235106.0,0.696,0.000104,7.0,31475.0,0.134,-7.942,0.302,2579971.0,97.077,0.546,782284.0
0.253,2095.0,0.744,160361.0,0.723,1.4e-05,2.0,17263.0,0.366,-5.96,0.295,2356583.0,167.97,0.775,430337.0
0.293,5046.0,0.608,182560.0,0.652,0.0,1.0,88260.0,0.0985,-6.338,0.17,16015859.0,95.144,0.587,3193307.0
0.469,3382.0,0.58,150070.0,0.68,2.37e-06,5.0,39563.0,0.28,-8.605,0.088,3323305.0,143.889,0.739,1175947.0
0.0511,12093.0,0.501,141827.0,0.748,0.0,7.0,214641.0,0.114,-7.041,0.353,34980948.0,92.494,0.278,25023480.0
0.0534,16786.0,0.676,202235.0,0.658,0.0,11.0,235442.0,0.553,-5.364,0.32,33149726.0,146.157,0.187,13480893.0
0.0984,28820.0,0.422,231353.0,0.722,0.0,3.0,355266.0,0.117,-5.112,0.392,40227080.0,91.762,0.392,19475736.0
0.355,9381.0,0.582,225381.0,0.504,0.0,9.0,444003.0,0.86,-8.423,0.05,14532274.0,90.899,0.428,32519868.0
0.293,9401.0,0.665,264507.0,0.596,3.67e-05,9.0,408128.0,0.247,-6.969,0.0278,39707841.0,110.055,0.644,47006831.0
0.509,3611.0,0.647,313533.0,0.389,7.8e-06,5.0,90421.0,0.103,-10.35,0.0336,24191310.0,134.976,0.436,17420108.0
0.385,1410.0,0.594,225425.0,0.534,0.0,9.0,120540.0,0.877,-8.007,0.0428,2832857.0,91.082,0.364,7405341.0
0.616,7082.0,0.621,216000.0,0.515,0.000137,5.0,409342.0,0.11,-9.019,0.0453,13910400.0,109.891,0.657,54534568.0
0.408,1510.0,0.457,214766.0,0.542,0.0,5.0,39904.0,0.127,-7.645,0.0575,7667723.0,109.973,0.652,5185929.0
0.502,1225.0,0.571,274989.0,0.544,0.0,1.0,65226.0,0.0617,-6.555,0.0507,8105740.0,129.869,0.375,16211670.0
0.766,2314.0,0.427,218611.0,0.399,1.12e-06,1.0,93334.0,0.102,-7.983,0.0327,9880221.0,169.749,0.337,12034655.0
0.715,,0.684,275043.0,0.306,0.00364,3.0,,0.0907,-10.925,0.0415,9027187.0,135.857,0.404,
0.345,42.0,0.567,340907.0,0.603,0.0,7.0,2749.0,0.252,-7.5,0.0402,5572721.0,101.005,0.481,176059.0
0.132,15866.0,0.859,194230.0,0.413,0.0,1.0,429545.0,0.334,-7.399,0.182,131175956.0,115.035,0.697,33596678.0
0.0323,12852.0,0.482,200338.0,0.453,0.00243,0.0,447781.0,0.149,-8.864,0.059,76470991.0,134.799,0.17,44450574.0
0.0302,13754.0,0.641,262587.0,0.673,0.000868,5.0,236267.0,0.219,-10.72,0.0918,41475312.0,167.978,0.644,29234662.0
0.0375,17191.0,0.672,240426.0,0.291,3.89e-06,8.0,240903.0,0.0925,-7.843,0.0897,39871878.0,100.961,0.417,15717635.0
0.0159,17996.0,0.74,217679.0,0.546,8.41e-05,7.0,571379.0,0.209,-5.674,0.0498,48818137.0,130.028,0.375,67493121.0
0.0426,6839.0,0.667,280080.0,0.465,0.00649,8.0,199213.0,0.465,-8.096,0.0339,38179842.0,123.883,0.34,21752207.0
0.0854,0.0,0.666,212293.0,0.897,2.72e-06,9.0,31159.0,0.0409,-4.938,0.114,4975993.0,120.064,0.701,2794697.0
0.0114,15747.0,0.843,310480.0,0.433,8.19e-06,0.0,257908.0,0.123,-8.139,0.0676,24707996.0,106.028,0.161,27487633.0
0.0441,1206.0,0.73,302492.0,0.681,0.000245,8.0,38582.0,0.27,-7.582,0.0405,18449158.0,106.017,0.446,1622289.0
0.49,8384.0,0.833,190288.0,0.624,0.0,11.0,196057.0,0.117,-6.306,0.325,25649702.0,101.96,0.26,9643951.0
0.000313,6736.0,0.498,192294.0,0.862,0.00941,7.0,267286.0,0.352,-6.02,0.0589,285532299.0,128.034,0.47,30697459.0
0.0208,72.0,0.617,146782.0,0.866,0.000224,1.0,1545.0,0.0472,-5.619,0.106,1347876.0,130.117,0.461,87250.0
0.0476,96.0,0.638,151181.0,0.889,0.0336,11.0,6880.0,0.24,-5.276,0.127,51849445.0,127.012,0.511,458404.0
0.00618,126.0,0.612,162187.0,0.982,0.433,6.0,6140.0,0.274,-2.984,0.0496,44276773.0,128.122,0.175,367060.0
0.00327,14.0,0.638,150320.0,0.849,6.1e-05,0.0,1143.0,0.215,-5.433,0.092,577263.0,124.92,0.459,57075.0
0.00163,31.0,0.618,162222.0,0.898,4.07e-05,2.0,3024.0,0.868,-5.577,0.0418,929862.0,134.911,0.126,132736.0
0.00639,82.0,0.62,144462.0,0.8,0.000118,11.0,1919.0,0.378,-6.696,0.0493,2844198.0,130.015,0.502,99982.0
0.00854,121.0,0.606,142984.0,0.818,0.0,1.0,1444.0,0.263,-6.284,0.0553,1291752.0,123.823,0.195,57025.0
0.00766,8.0,0.511,148714.0,0.861,1.73e-05,2.0,1861.0,0.111,-5.551,0.0803,272660.0,140.161,0.342,45356.0
0.00252,2.0,0.641,158250.0,0.841,0.000437,7.0,4380.0,0.0941,-5.0,0.0397,1720239.0,119.986,0.236,191437.0
0.466,20719.0,0.523,275547.0,0.714,0.00359,4.0,862993.0,0.113,-7.552,0.0683,153374301.0,128.968,0.359,156242664.0
0.109,9919.0,0.598,242001.0,0.448,0.00105,1.0,543338.0,0.123,-8.525,0.0342,35221808.0,140.97,0.0727,84094705.0
0.0174,49206.0,0.75,314280.0,0.906,0.0,0.0,1376812.0,0.0551,-5.028,0.0477,95609341.0,135.96,0.562,207747918.0
0.0259,16866.0,0.779,227573.0,0.725,0.0,11.0,299460.0,0.0946,-7.128,0.145,59388540.0,131.997,0.335,63941151.0
0.0995,24080.0,0.912,228160.0,0.673,0.0,2.0,409828.0,0.103,-8.91,0.109,49632161.0,120.157,0.123,67842177.0
0.0958,3020.0,0.872,318640.0,0.603,1.43e-06,2.0,93023.0,0.0608,-8.115,0.109,6908786.0,119.956,0.359,7114196.0
0.0883,4357.0,0.847,198413.0,0.806,3.43e-06,2.0,95441.0,0.157,-4.237,0.0862,27667775.0,123.115,0.13,10957558.0
0.186,6555.0,0.752,212147.0,0.754,0.0,9.0,307490.0,0.11,-5.061,0.133,45572299.0,82.986,0.353,62459397.0
